clouds.all,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain,rain.1h,rain.3h,snow,snow.3h,sys.country,weather,wind.deg,wind.gust,wind.speed
1,28.5392,-80.672,1553551384,4164092,,61,1016.0,,79.65,84.0,75.0,Merritt Island,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",150.0,,10.29
0,-5.5576,-80.8224,1553551429,3691954,1004.77,63,1007.46,1007.46,80.19,80.19,80.19,Sechura,,,,,,PE,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",221.5,,11.99
40,52.4446,15.578,1553549400,3091969,,100,1020.0,,37.4,37.4,37.4,Miedzyrzecz,,,,,,PL,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",300.0,,4.7
0,26.0032,92.8523,1553551429,1269993,988.93,90,1011.9,1011.9,62.64,62.64,62.64,Hojai,,,,,,IN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",43.5003,,2.37
20,51.4999,44.4846,1553551430,554199,989.09,90,1014.46,1014.46,25.92,25.92,25.92,Kalininsk,,,,,,RU,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",243.0,,6.73
40,70.8578,29.0864,1553547000,780687,,86,1001.0,,26.19,30.2,23.0,Berlevag,,,,,,NO,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}]",270.0,,13.87
40,33.072,-16.3415,1553549400,8010683,,77,1011.0,,63.63,64.4,62.6,Porto Santo,,,,,,PT,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",50.0,18.0,27.51
24,59.0598,80.8709,1553551431,1504382,1022.21,84,1030.7,1030.7,22.23,22.23,22.23,Kargasok,,,,,,RU,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",161.5,,3.6
5,19.223,-104.6989,1553546880,3985168,,65,1011.0,,80.6,80.6,80.6,San Patricio,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02d'}]",210.0,,5.82
56,-9.1667,-60.6334,1553551404,3665202,994.45,84,1008.14,1008.14,79.74,79.74,79.74,Aripuana,,,,,,BR,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",235.5,,2.59
75,47.9185,106.9177,1553551200,2028462,,48,1008.0,,21.2,21.2,21.2,Ulaanbaatar,,,,,,MN,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,2.24
0,-30.1658,-50.2184,1553551432,3466165,1004.69,61,1014.58,1014.58,70.83,70.83,70.83,Cidreira,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",252.5,,9.75
0,-20.2334,164.0167,1553551433,2138555,1014.29,100,1014.58,1014.58,79.92,79.92,79.92,Poum,,,,,,NC,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",101.5,,10.54
24,65.6118,72.6842,1553551433,1490918,1012.29,81,1015.42,1015.42,26.01,26.01,26.01,Staryy Nadym,,,,,,RU,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",181.0,,12.21
8,-3.3784,-68.8725,1553551434,3662252,996.53,66,1005.38,1005.38,87.75,87.75,87.75,Sao Paulo de Olivenca,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02d'}]",25.0003,,2.04
0,52.8063,-2.1164,1553551421,2637142,,69,1035.0,,39.22,42.01,35.01,Stafford,,,,,,GB,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",260.0,,5.82
0,14.8961,-24.4956,1553551434,3374210,1002.29,98,1013.98,1013.98,69.84,69.84,69.84,Sao Filipe,,,,,,CV,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",20.0003,,7.63
68,73.5069,80.5464,1553551435,1507390,1002.69,90,1002.98,1002.98,27.81,27.81,27.81,Dikson,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",213.5,,16.69
0,63.5568,27.1892,1553548800,656820,,68,1001.0,,26.6,26.6,26.6,Iisalmi,,,,,,FI,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",310.0,,12.75
76,63.1915,64.4243,1553551436,1505965,1001.09,90,1005.1,1005.1,36.9,36.9,36.9,Igrim,,,1.07,,,RU,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",153.5,,11.99
0,25.6619,94.1019,1553551436,1266366,896.05,84,1012.54,1012.54,49.5,49.5,49.5,Kohima,,,,,,IN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",156.5,,1.92
0,5.8833,-56.3167,1553551437,3382867,1010.93,95,1010.94,1010.94,80.73,80.73,80.73,Totness,,,,,,SR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",40.5003,,14.56
88,-33.6938,-53.4562,1553551337,3443061,1013.65,82,1015.14,1015.14,68.04,68.04,68.04,Chuy,,,,,,UY,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",212.0,,14.12
48,30.5437,-111.1213,1553551336,3984717,,12,1013.0,,87.01,87.01,87.01,Santa Ana,,,,,,MX,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",180.0,3.58,3.0
64,68.0544,39.5129,1553551439,556268,973.41,93,999.26,999.26,26.46,26.46,26.46,Ostrovnoy,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",13.0003,,16.24
90,37.7528,-100.0171,1553551226,5445298,,44,1025.0,,57.54,59.0,55.99,Dodge City,,,,,,US,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",60.0,,6.93
90,64.7317,177.5061,1553551352,2127202,,92,974.0,,26.29,26.6,26.01,Anadyr,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",80.0,30.0,55.92
48,36.0998,0.4206,1553551441,2487130,994.77,86,1017.14,1017.14,56.34,56.34,56.34,Sidi Ali,,,,,,DZ,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",9.00031,,2.93
92,65.0757,-22.7297,1553551442,3412888,986.29,89,996.7,996.7,41.85,41.85,41.85,Stykkisholmur,,,3.815,,,IS,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",202.5,,23.85
24,3.5169,15.0521,1553551442,2220853,945.17,90,1010.3,1010.3,70.83,70.83,70.83,Yokadouma,,,,,,CM,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",240.5,,2.48
44,5.4444,73.3657,1553551442,1337616,1009.89,100,1010.02,1010.02,84.15,84.15,84.15,Naifaru,,,,,,MV,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",65.5003,,7.96
88,-7.95,110.2833,1553551443,1650434,980.69,98,1010.74,1010.74,73.35,73.35,73.35,Bambanglipuro,,,,,,ID,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",359.0,,2.93
44,8.0537,-1.729,1553551443,2299625,977.81,52,1009.3,1009.3,84.78,84.78,84.78,Kintampo,,,,,,GH,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",184.5,,9.53
90,39.9519,-94.7572,1553551416,4407665,,37,1026.0,,53.85,55.99,51.8,Kodiak,,,,,,US,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",330.0,,9.17
0,50.0777,47.0973,1553551444,498295,1011.41,68,1016.42,1016.42,25.83,25.83,25.83,Savinka,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",229.0,,6.17
0,-32.5543,148.9515,1553551320,2144168,,87,1019.0,,58.17,60.01,57.2,Wellington,,,,,,AU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",190.0,,8.05
68,61.6932,33.6227,1553547600,504409,,80,998.0,,30.2,30.2,30.2,Pryazha,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",230.0,,6.71
76,-7.3817,108.2082,1553551445,1640902,915.01,97,1010.5,1010.5,68.76,68.76,68.76,Kawalu,,,,,,ID,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",242.5,,1.7
75,-28.7667,114.6,1553549400,2070998,,29,1013.0,,75.2,75.2,75.2,Geraldton,,,,,,AU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",50.0,,18.34
20,14.9945,-90.8044,1553551215,3595148,,21,1023.0,,76.89,82.4,71.01,Joyabaj,,,,,,GT,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",20.0,,11.41
32,-8.4903,140.3956,1553551447,2082539,1011.01,100,1011.42,1011.42,76.95,76.95,76.95,Merauke,,,,,,ID,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",12.0003,,8.52
92,59.8683,48.0123,1553551447,529051,972.05,86,993.38,993.38,31.5,31.5,31.5,Maromitsa,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",316.5,,9.98
92,60.9078,61.5172,1553551447,1495812,986.21,94,1000.34,1000.34,37.71,37.71,37.71,Ous,,,2.495,,,RU,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",154.0,,13.22
75,-20.0064,57.6608,1553551447,934479,,94,1009.0,,76.19,77.0,75.0,Grand Gaube,,,,,,MU,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09n'}]",164.5,,15.01
20,47.8043,67.7144,1553551448,1516589,969.81,84,1019.22,1019.22,36.63,36.63,36.63,Zhezkazgan,,,,,,KZ,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",138.0,,10.2
36,71.965,114.0939,1553551449,2017155,1002.77,38,1015.54,1015.54,-12.16,-12.16,-12.16,Saskylakh,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",152.5,,3.6
75,62.5838,6.1242,1553551307,3141667,,59,1021.0,,34.05,37.4,28.99,Roald,,,,,,NO,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09n'}, {'id': 311, 'main': 'Drizzle', 'description': 'rain and drizzle', 'icon': '09n'}]",290.0,,9.17
0,22.6274,-103.8968,1553551450,4004616,795.01,18,1008.58,1008.58,79.56,79.56,79.56,Huejuquilla el Alto,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",216.0,,3.94
1,34.6392,-120.458,1553551444,5367788,,56,1019.0,,64.11,68.0,60.01,Lompoc,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",260.0,,8.05
1,44.7501,-79.8858,1553551221,6073363,,33,1020.0,,30.72,33.8,28.0,Midland,,,,,,CA,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",270.0,9.3,12.75
20,11.2422,-74.2056,1553551244,3668605,,49,1007.0,,89.83,93.2,86.0,Santa Marta,,,,,,CO,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",20.0,,18.34
88,68.75,161.3,1553551452,2126199,1000.05,68,1008.82,1008.82,1.8,1.8,1.8,Cherskiy,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",26.5003,,10.09
8,44.5978,132.8211,1553551452,2016187,991.57,74,1008.78,1008.78,23.31,23.31,23.31,Spassk-Dalniy,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",264.0,,10.09
5,15.7432,-96.4661,1553551225,3517970,,38,1011.0,,89.17,93.0,86.0,Pochutla,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02d'}]",120.0,,12.75
0,6.1241,81.1185,1553548200,1244926,,100,1010.0,,73.4,73.4,73.4,Hambantota,,,,,,LK,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",56.0003,,10.54
20,1.3256,124.8386,1553551200,1623446,,100,1012.0,,71.6,71.6,71.6,Tomohon,,,,,,ID,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",190.0,,1.12
12,-21.1342,-41.6801,1553551453,3469425,974.05,66,1012.22,1012.22,77.85,77.85,77.85,Bom Jesus do Itabapoana,,,,,,BR,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",128.5,,6.17
88,-9.6522,120.2637,1553551454,1622318,975.89,98,1010.98,1010.98,76.05,76.05,76.05,Waingapu,,,,,,ID,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",306.0,,3.71
24,26.7146,93.9702,1553551454,1273166,1000.69,93,1012.98,1012.98,61.56,61.56,61.56,Dergaon,,,,,,IN,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",338.0,,2.48
64,54.4299,31.8996,1553551454,525426,981.17,78,1006.02,1006.02,32.58,32.58,32.58,Sobolevo,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",235.0,,7.07
48,49.98,92.0689,1553551455,1515029,813.41,63,1028.62,1028.62,10.71,10.71,10.71,Ulaangom,,,,,,MN,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",350.0,,2.15
48,67.4555,153.7071,1553551455,2121025,1003.57,72,1014.62,1014.62,-10.9,-10.9,-10.9,Srednekolymsk,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",350.0,,6.06
0,56.1247,101.172,1553549400,2013399,,36,1026.0,,14.0,14.0,14.0,Vikhorevka,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",350.0,,6.71
92,-33.9631,22.4617,1553547600,1002145,,93,1022.0,,60.8,60.8,60.8,George,,,0.155,,,ZA,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",231.5,,3.6
0,66.4976,25.7192,1553548800,638936,,53,1004.0,,23.0,23.0,23.0,Rovaniemi,,,,,,FI,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",50.0,,2.24
20,-9.8716,-56.084,1553547600,6316343,,88,1010.0,,78.8,78.8,78.8,Alta Floresta,,,,,,BR,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",350.0,,2.24
40,13.2167,80.3167,1553549400,1267433,,83,1010.0,,82.4,82.4,82.4,Kattivakkam,,,,,,IN,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",190.0,,3.36
0,-34.581,150.846,1553551445,6255012,,54,1015.0,,64.51,66.99,62.01,Flinders,,,,,,AU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",241.0,6.71,11.99
8,19.1696,83.418,1553551458,1258289,953.65,87,1011.06,1011.06,62.01,62.01,62.01,Rayagada,,,,,,IN,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",182.5,,2.37
44,-21.15,149.2,1553551209,2159220,,88,1014.0,,79.11,81.0,77.0,Mackay,,,,,,AU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",240.0,,4.7
92,-20.9169,167.2646,1553551459,2137690,1014.05,87,1014.86,1014.86,79.65,79.65,79.65,We,,,,,,NC,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",111.5,,12.77
0,37.175,-99.6516,1553551218,4267710,,54,1024.0,,59.0,59.0,59.0,Sitka,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",48.0003,,4.61
36,13.9297,41.6925,1553551461,338345,965.57,67,1007.66,1007.66,77.4,77.4,77.4,Edd,,,,,,ER,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",17.5003,,4.38
36,40.5288,68.0329,1553551461,1514125,984.77,65,1014.86,1014.86,52.92,52.92,52.92,Dustlik,,,,,,UZ,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",126.5,,9.19
0,17.4168,120.5955,1553551462,1693835,973.81,78,1014.46,1014.46,62.1,62.1,62.1,Pilar,,,,,,PH,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",95.0003,,2.37
0,-30.1606,-53.5653,1553547600,3448207,,46,1015.0,,73.4,73.4,73.4,Sao Sepe,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",230.0,,3.36
75,70.4692,-68.5915,1553550480,5924351,,70,998.0,,1.4,1.4,1.4,Clyde River,,,,,,CA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",320.0,15.4,27.51
0,45.7694,40.154,1553551217,582817,,79,1016.0,,35.01,35.01,35.01,Alekseyevskaya,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",116.0,,6.51
76,6.7526,-11.367,1553551464,2274275,1008.29,100,1010.94,1010.94,82.17,82.17,82.17,Robertsport,,,,,,LR,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",246.5,,7.18
40,34.1651,-84.8,1553551444,4186531,,77,1015.0,,64.26,69.01,59.0,Cartersville,,,,,,US,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",310.0,,8.05
40,18.4167,-64.6167,1553551438,3577430,,65,1015.0,,78.62,80.6,77.0,Road Town,,,,,,VG,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",140.0,,9.17
0,-40.8086,-62.9947,1553551465,3832899,1019.81,43,1023.66,1023.66,64.71,64.71,64.71,Viedma,,,,,,AR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",80.5003,,7.4
40,-18.9187,-48.2773,1553547600,3445831,,54,1015.0,,80.6,80.6,80.6,Uberlandia,,,,,,BR,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",100.0,,3.36
92,-2.9248,-39.9167,1553551466,3393692,1005.41,89,1011.1,1011.1,79.47,79.47,79.47,Itarema,,,,,,BR,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",346.5,,5.39
20,68.2183,-135.0136,1553547600,5882953,,59,1014.0,,37.4,37.4,37.4,Aklavik,,,,,,CA,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",150.0,,4.7
90,50.2334,-63.5987,1553548500,5972291,,47,1007.0,,12.2,12.2,12.2,Havre-Saint-Pierre,,,,,,CA,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",280.0,17.0,29.97
0,-26.8449,-53.579,1553551272,3448454,,99,1016.0,,75.99,75.99,75.99,Belmonte,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",199.5,,5.73
76,-16.4834,-151.75,1553551468,4034551,1013.17,100,1013.34,1013.34,83.7,83.7,83.7,Faanui,,,,,,PF,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",80.0003,,14.56
0,17.137,-95.0498,1553551468,3522013,1001.65,43,1012.34,1012.34,90.27,90.27,90.27,Nuevo Progreso,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",26.0003,,10.54
80,-26.7853,-60.4388,1553551247,3840300,1002.93,56,1013.22,1013.22,82.08,82.08,82.08,Presidencia Roque Saenz Pena,,,,,,AR,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",113.0,,8.52
64,-2.0226,147.2712,1553551469,2092164,1009.65,100,1011.74,1011.74,79.83,79.83,79.83,Lorengau,,,1.42,,,PG,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",296.0,,5.17
40,20.8894,-156.4728,1553551420,5847411,,69,1020.0,,73.38,75.99,71.01,Kahului,,,,,,US,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",70.0,,14.99
92,-6.4636,108.4402,1553551470,1641342,1004.77,100,1010.46,1010.46,76.77,76.77,76.77,Karangampel,,,4.765,,,ID,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",172.5,,4.05
20,28.1232,77.5572,1553549400,1269056,,72,1013.0,,64.4,64.4,64.4,Jewar,,,,,,IN,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",240.0,,4.7
75,2.8171,101.4995,1553551097,1734781,,94,1010.0,,77.58,78.8,77.0,Banting,,,,,,MY,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",121.5,,5.5
75,41.49,-71.3138,1553551210,5223593,,70,1017.0,,45.81,51.01,39.99,Newport,,,,,,US,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",180.0,,10.29
12,27.0332,14.4317,1553551472,2212775,967.89,64,1019.42,1019.42,55.17,55.17,55.17,Sabha,,,,,,LY,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",323.5,,2.93
44,58.3333,68.1333,1553551472,1505495,1008.21,81,1015.98,1015.98,34.47,34.47,34.47,Irtyshskiy,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",156.0,,15.46
20,19.05,-95.9834,1553546460,3532821,,55,1014.0,,86.0,86.0,86.0,Anton Lizardo,,,,,,MX,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",90.0,,9.17
40,-5.1989,-35.4609,1553547600,3386213,,74,1010.0,,84.2,84.2,84.2,Touros,,,,,,BR,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",130.0,,9.17
40,-2.9889,104.7569,1553549400,1633070,,94,1010.0,,78.8,78.8,78.8,Palembang,,,,,,ID,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",200.0,,9.17
80,46.448,135.8294,1553551474,2013279,935.89,73,1002.98,1002.98,24.66,24.66,24.66,Vostok,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",252.5,,6.4
76,36.6219,101.773,1553551474,1788852,735.65,78,1023.18,1023.18,21.33,21.33,21.33,Xining,,,,,,CN,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",81.5003,,2.04
90,37.6792,-95.4573,1553551286,4269392,,76,1025.0,,54.46,55.4,53.6,Chanute,,,,,,US,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",340.0,,10.29
44,-43.2532,-65.3095,1553551475,3833883,1011.89,46,1022.9,1022.9,65.61,65.61,65.61,Trelew,,,,,,AR,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",59.5003,,10.2
68,13.7796,124.39,1553551476,1712961,1004.45,100,1014.3,1014.3,77.67,77.67,77.67,Gigmoto,,,,,,PH,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",49.5003,,12.21
20,35.2072,-101.8339,1553551438,5516233,,45,1024.0,,66.0,69.01,62.01,Amarillo,,,,,,US,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,5.82
88,26.4243,112.8543,1553551477,1804208,1000.05,94,1018.74,1018.74,53.46,53.46,53.46,Leiyang,,,,,,CN,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",221.0,,2.93
0,55.9596,92.3754,1553549400,1507379,,92,1029.0,,21.2,21.2,21.2,Divnogorsk,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",290.0,,2.24
92,-1.2017,-46.0206,1553551222,3402648,1011.01,98,1011.3,1011.3,76.41,76.41,76.41,Carutapera,,,1.255,,,BR,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",353.0,,3.71
76,62.55,155.55,1553551478,2125906,895.57,81,1002.14,1002.14,0.99,0.99,0.99,Dukat,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",342.5,,10.42
40,-0.7194,8.7815,1553547600,2396518,,94,1011.0,,78.8,78.8,78.8,Port-Gentil,,,,,,GA,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",191.5,,3.15
20,33.1812,-102.2744,1553551225,5517675,,37,1024.0,,69.96,73.99,66.2,Brownfield,,,,,,US,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",80.0,,5.82
48,-22.4334,-151.3334,1553551479,4034188,1015.41,100,1015.46,1015.46,77.31,77.31,77.31,Moerai,,,0.34,,,PF,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",121.5,,11.99
36,-6.343,31.073,1553551480,153176,887.17,95,1009.62,1009.62,65.16,65.16,65.16,Mpanda,,,0.275,,,TZ,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",33.0003,,3.38
0,27.8734,-0.2875,1553547600,2508813,,26,1012.0,,78.8,78.8,78.8,Adrar,,,,,,DZ,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",130.0,,12.75
92,5.3941,26.4927,1553551481,236950,942.45,96,1010.98,1010.98,68.31,68.31,68.31,Obo,,,7.44,,,CF,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",50.0003,,8.97
0,40.8518,122.7433,1553551481,2037086,991.65,31,1019.3,1019.3,27.72,27.72,27.72,Haicheng,,,,,,CN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",51.0003,,5.73
64,-10.4569,161.9202,1553551482,2178753,1007.89,100,1010.78,1010.78,82.71,82.71,82.71,Kirakira,,,,,,SB,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",228.5,,2.93
12,56.5596,76.6246,1553551482,1501000,1014.53,81,1029.42,1029.42,19.26,19.26,19.26,Kyshtovka,,,,,,RU,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",147.0,,8.97
